ingenstans;nowhere
utan;without
utan bevis finns det inget case;there is no case without evidence
den misstänkte har inget alibi;the suspect has no alibi
det var vittnen överallt;there were witnesses everywhere
någon stal drogerna;someone stole the drugs
polisen kan inte gripa den misstänkte utan bevis;the police can't arrest the suspect without evidence
det bevisar ingenting;that proves nothing
ett par;a couple- a pair
ett ex;an ex partner
att dejta;to date
att sakna;to miss (someone or something)
att vara kär i ...;to be in love with ...
att bli sams igen;to make up (reconcile)
att avsky;to despise
varandra;each other
de pratar inte med varandra längre;they don't speak to each other anymore
vi var ett par förut, men inte nu längre;we used to be a couple- but not anymore
han tycker fortfarande om sitt ex;he still cares about his ex
ni pratar aldrig med varandra;you never speak to each other
vi borde bli sams igen;we should make up
en gymnast;a gymnast
en regel;a rule
en skillnad;a difference
ett maraton;a marathon
stolt;proud
att vara stolt över;to be proud of ...
en medalj;a medal
guld;gold
silver;silver
brons;bronze
ansträngning;effort
att anstränga (sig);to make (oneself) an effort
en ställning;a position- a score
att fuska;to cheat
att sparka;to kick
att träna;to train
att förklara;to explain
enorm;enormous
jättestor;huge
jätteliten;tiny
om du anstränger dig, kommer du vinna en medalj;if you make an effort- you will win a medal
om hon vinner en guldmedalj blir jag väldigt stolt;if she wins a gold medal I'll be very proud
en roman;a novel
en sång;a song
ett drömjobb;a dream job
det skulle vara ...;that would be ...
singel;single (status)
arbetslös;unemployed
för alltid;forever
tänk dig ditt drömjobb;imagine your dream job
jag bryr mig inte om pengar;I don't care about money
jag vill inte vara singel för alltid;I don't want to be single forever
jag är säker på att du kommer att bli väldigt framgångsrik;I'm sure you'll be very successful
vem vill leva för alltid?;who wants to live forever?
det skulle vara fantastiskt;that would be fantastic
tryck;pressure
blodtryck;blood pressure
bedövning;anaesthetics
en allergi;an allergy
hud;skin
mens;menstruation (period)
energi;energy
att motionera;to exercise (moderately)
att lida;to suffer
låg;low
deprimerad;depressed
färsk;fresh
min drömman;the man of my dreams
min drömkvinna;the woman of my dreams
en skitstövel;a jerk
att bli kär;to fall (oneself) in love
att göra slut;to break up
att dela;to share- to divide
artig;polite
öm;gentle
sexig;sexy
intelligent;intelligent
ett äktenskap;a wedding- a marriage
förlovad;engaged (to be married)
att förlova sig;to get engaged
gift;married- poison
att gifta sig;to get married- to marry
skild;divorced
att skilja sig;to get divorced- to divorce
mitt allt;my everything
hälften;half (of something)
min andra hälft;my other half
varför blev du kär?;why did you fall in love?
... för att hon är min drömkvinna;... because she's the woman of my dreams
hur är din drömman?;what's the man of your dreams like?
min drömman är modig och öm;the man of my dreams is brave and gentle
de förlovade sig efter tre veckor;they got engaged after three weeks
mina föräldrar är skilda;my parents are divorced
vi gjorde slut;we broke up
mister du en står dig tusen åter;there are plenty more fish in the sea
så länge du vet vad du gör;as long as you know what you're doing
en spik;a nail (for the wall)
slog;hit (past tense)
du slog huvudet på spiken;you hit the nail on the head
det kostar skjortan;it costs an arm and a leg
att knipa;to pinch
lov;permission
att få lov att ...;to have to ...
jag fick lov att knipa igen;I had to bite my tongue
du har gått för långt;you have gone too far
den som väntar på något gott ...;if you wait for something good you can wait for very long
vass;sharp
hon är inte den vassaste kniven i lådan;she isn't the sharpest tool in the box
ett fängelse;a prison
en fånge;a prisoner
en cell;a cell
en brottsplats;a crime scene
en dom;a sentence- a judgement
livstid;(a) life sentence
en rättegång;a trial (in court)
i rätten;in court- on trial
våld;violence
ett monster;a monster
att svära;to swear (promise)
att se ut som ...;to look like ...
att likna ...;to look like ... - to resemble
att låta;to sound
att låta som ...;to sound like ...
att tro på ...;to believe (in) ...
att överfalla;to attack (in the street)
normal;normal
skyldig;guilty
oskyldig;innocent
än;than
kan du komma ihåg hur han såg ut?;do you remember what he looked like?
han såg ut som ett monster;he looked like a monster
han hade mindre hår än den där killen;he had less hair than that guy
jag svär, jag vet ingenting!;I swear- I don't know anything!
jag tror inte på honom;I don't believe him
domaren gav rånaren fem år i fängelse;the judge gave the robber five years in prison
en synpunkt;a point of view
ett misstag;a mistake
ett svar;an answer- a response
att svara;to answer- to respond
en ursäkt;an apology
allting;everything
att be;to request- to ask for
att be om ursäkt;to apologise
att verkligen försöka;to try hard
att behålla;to keep (something)
att fortsätta ...;to keep ... (doing something)
att gå och lägga sig;to go to bed
att skoja;to be kidding
att säga emot;to contradict
okay;okay- alright
fin;fine
olika;different
samma;same
du måste anstränga dig;you have to make an effort
jag föreslår att du går och lägger dig nu;I suggest you go to bed now
gör inte samma misstag igen;don't make the same mistake again
allting kommer att bli bra igen;everything will be okay
om du verkligen försöker kommer allting att bli bra igen;if you try really hard- everything will be alright
man kan alltid hoppas ...;one can always hope ...
att tacka;to thank
att rinna;to run (about liquid)
jag kan inte tacka dig nog;I can't thank you enough
en tanke;a thought
positiv;positive
tänk positivt;think positive
att räkna med ...;to count on ...
du kan räkna med mig;you can count on me
håll ut!;hang in there!
sedan dess;since then
det har runnit mycket vatten under broarna sedan dess;that's water under the bridge now
en gärning;a deed
en gärningsman;a perpetrator
en mördare;a murderer
ett mord;a murder
att mörda;to kill
en rånare;a robber
ett rån;a robbery
att råna;to rob
att gripa;to arrest
en misstänkt;a suspect
ett vittne;a witness
en pistol;a gun
en handling;an act
en mask;a mask- a worm
droger;drugs
ett vapen;a weapon
ett mordvapen;a murder weapon
ett offer;a victim
en ficka;a pocket
att ta itu med ...;to address (a problem- a task)
att knivhugga;to stab (someone)
att skjuta;to shoot
dagsljus;daylight
mitt på ljusa dagen;in broad daylight
på bar gärning;red-handed
det var rån;it was a robbery
det var mord;it was murder
vittnet såg den misstänkte;the witness saw the suspect
han rånade banken mitt på ljusa dagen;he robbed the bank in broad daylight
polisen grep mördaren på bar gärning;the police caught the murderer red-handed
tyvärr kunde inte polisen hitta mordvapnet;unfortunately the police couldn't find the murder weapon
elektronik;electronics
industri;industry
service;service
att stiga;to rise
att skaka;to shake
att skaka på huvudet;to shake head
att skaka hand med varandra;to shake each other's hands
att nicka;to nod
att gå in;to enter
att ha slut på ...;to be out of ...
att skydda;to protect
att acceptera;to accept
att söka;to seek
att meddela;to state
att lägga märke till;to note- to notice
ett beslut;a decision
att fatta ett beslut;to make a decision
att tyda på;to indicate
att nämna;to mention
att kräva;to require- to demand
att påstå;to claim- to assert
jag sa till dig att jag inte hade några mer pengar på telefon;I told you I didn't have any more credit on my phone
de påstår att de bara skyddade barnen;they claim they were only protecting the children
kungen och drottningen meddelade att de skulle bli föräldrar;the king and queen stated that they would be parents
han la märke till att elektronikaffären stängde vid lunch;he noted that the electronics store was closed at noon
bevisen tyder på att du är skyldig;the evidence indicates that you're guilty
en avdelning;a department
en diamant;a diamond
att presentera;to present
att rapportera;to report
att representera;to represent
att innehålla;to contain
... mannen som rapporterade problemet;... the man who reported the problem
... flickan som jobbar på biografen;... the girl who works in the cinema
... lådan som innehöll diamanterna;... the box which contained the diamonds
... brevet som jag skrev imorse;... the letter which I wrote this morning
