army;Noun;A2;армія
around;prep. Adverb;A1;вакол
arrange;Verb;A2;арганізаваць
arrangement;Noun;A2;размяшчэнне
arrest;Verb Noun;B1;арыштоўваць
arrival;Noun;B1;прыбыццё
arrive;Verb;A1;прыбываць
art;Noun;A1;мастацтва
article;Noun;A1;артыкул
artificial;Adjective;B2;штучны
artist;Noun;A1;мастак
artistic;Adjective;B2;мастацкі
as;prep., Adverb conj.;A1, A2;у якасці
ashamed;Adjective;B2;сорамна
asleep;Adjective;A2;спячы
ask;Verb;A1;спытаць
aspect;Noun;B2;аспект
assess;Verb;B2;ацаніць
assessment;Noun;B2;адзнака
assignment;Noun;B1;прызначэнне
assist;Verb;B1;дапамогу
assistant;Noun Adjective;A2;памочнік
associate;Verb;B2;асацыяваць
associated;Adjective;B2;звязаны
association;Noun;B2;асацыяцыя
assume;Verb;B2;лічыць
at;prep.;A1;у
athlete;Noun;A2;спартсмен
atmosphere;Noun;B1;атмасфера
attach;Verb;B1;далучаць
attack;Noun Verb;A2;атака
attempt;Noun Verb;B2;спроба
attend;Verb;A2;наведваюць
attention;Noun exclam.;A2;увагу
attitude;Noun;B1;стаўленне
attract;Verb;B1;прыцягваць
attraction;Noun;B1;прыцягненне
attractive;Adjective;A2;прывабны
audience;Noun;A2;аўдыторыя
August;Noun;A1;Аўгусту
aunt;Noun;A1;цётка
author;Noun;A2;аўтар
authority;Noun;B1;ўлада
autumn;Noun;A1;восень
available;Adjective;A2;даступны
average;Adjective, Noun Verb;A2, B1;сярэдні
avoid;Verb;A2;пазбягаць
award;Noun Verb;A2, B1;ўзнагарода
aware;Adjective;B1;ведаць
away;Adverb;A1;прэч
awful;Adjective;A2;жудасны
baby;Noun;A1;дзіця
back;Noun AdVerb Adjective, Verb;A1, A2, B2;назад
background;Noun;A2;фон
backwards;Adverb;B1;назад
bacteria;Noun;B2;бактэрыі
bad;Adjective;A1;дрэнны
badly;Adverb;A2;дрэнна
bag;Noun;A1;сумка
bake;Verb;B1;выпякаць
balance;Noun Verb;B1;баланс
ball;Noun;A1;мяч
ban;Verb Noun;B1;забарона
banana;Noun;A1;банан
band;Noun;A1;група
bank (money);Noun;A1;банк (грошы)
bank (river);Noun;B1;банк (рака)
bar;Noun Verb;A2, B2;бар
barrier;Noun;B2;бар'ер
base;Noun Verb;B1;база
baseball;Noun;A2;бейсбол
based;Adjective;A2;заснаваны
basketball;Noun;A2;баскетбол
basic;Adjective;B1;асноўнай
basically;Adverb;B2;у асноўным
basis;Noun;B1;аснова
bath;Noun;A1;ванна
bathroom;Noun;A1;ванная
battery;Noun;B1;акумулятар
battle;Noun Verb;B1, B2;бой
be;Verb auxiliary Verb;A1;быць
beach;Noun;A1;пляж
bean;Noun;A2;боб
bear (deal with);Verb;B2;мядзведзь (здзелка с)
bear (animal);Noun;A2;мядзведзь (жывёла)
beat;Verb Noun;A2, B2;біць
beautiful;Adjective;A1;прыгожы
beauty;Noun;B1;прыгажосць
because;conj.;A1;таму што
become;Verb;A1;стаць
bed;Noun;A1;ложак
bedroom;Noun;A1;спальня
bee;Noun;B1;пчала
beef;Noun;A2;ялавічына
beer;Noun;A1;піва
before;prep., conj. Adverb;A1, A2;перад тым
beg;Verb;B2;маліць
begin;Verb;A1;пачаць
beginning;Noun;A1;пачатак
behave;Verb;A2;паводзяць сябе
behaviour;Noun;A2;паводзіны
behind;prep. Adverb;A1;за
being;Noun;B2;істота
belief;Noun;B1;вера
believe;Verb;A1;верыць
bell;Noun;B1;звон
belong;Verb;A2;належаць
below;Adverb prep.;A1;ніжэй
belt;Noun;A2;рэмень
bend;Verb Noun;B1;выгіб
benefit;Verb NouNoun;A2, B1;выгада
bent;Adjective;B2;выгнуты
best;Adjective, AdVerb Noun;A1, A2;лепшы
bet;Verb Noun;B2;стаўка
better;Adjective , Adverb , Noun;A1, A2, B1;лепш
between;prep., Adverb;A1, A2;паміж
beyond;prep. Adverb;B2;за
bicycle;Noun;A1;ровар
big;Adjective;A1;вялікі
bike;Noun;A1;ровар
bill;Noun Verb;A1, B2;кошт
billion number; ;A2;млрд нумар
bin;Noun;A2;бункер
biology;Noun;A2;біялогія
bird;Noun;A1;птушка
birth;Noun;A2;нараджэнне
birthday;Noun;A1;дзень нараджэння
biscuit;Noun;A2;печыва
bit;Noun;A2;біт
bite;Verb Noun;B1;ўкусіць
bitter;Adjective;B2;горкі
black;Adjective, Noun;A1;чорны
blame;Verb Noun;B2;віна
blank;Adjective, Noun;A2;пусты
blind;Adjective;B2;сляпой
block;Noun Verb;B1;блок
blog;Noun;A1;блог
blonde;Adjective;A1;бландынка
blood;Noun;A2;кроў
blow;Verb;A2;ўдар
blue;Adjective, Noun;A1;сіні
board;Noun Verb;A2, B1;дошка
boat;Noun;A1;лодка
body;Noun;A1;цела
boil;Verb;A2;кіпяціць
bomb;Noun Verb;B1;бомба
bond;Noun;B2;сувязь
bone;Noun;A2;костка
book;Noun Verb;A1, A2;кніга
boot;Noun;A1;чаравік
border;Noun Verb;B1, B2;мяжа
bored;Adjective;A1;надакучае
boring;Adjective;A1;сумны
born;Verb;A1;нарадзіўся
borrow;Verb;A2;пазыку
boss;Noun;A2;бос
both;det./proNoun;A1;абедзве
bother;Verb;B1;турбаваць
bottle;Noun;A1;бутэлька
bottom;NouNoun Adjective;A2;дно
bowl;Noun;A2;чаша
box;Noun;A1;скрынка
boy;Noun;A1;хлопчык
boyfriend;Noun;A1;сябрук
brain;Noun;A2;мозг
branch;Noun;B1;філіял
brand;Noun Verb;B1;марка
brave;Adjective;B1;адважны
bread;Noun;A1;хлеб
break;Verb Noun;A1;перапынак
breakfast;Noun;A1;сняданак
breast;Noun;B2;грудзі
breath;Noun;B1;дыханне
breathe;Verb;B1;дыхаць
breathing;Noun;B1;дыханне
bride;Noun;B1;нявеста
bridge;Noun;A2;мост
brief;Adjective;B2;кароткае
bright;Adjective;A2;яркі
brilliant;Adjective;A2;бліскучы
bring;Verb;A1;прыносіць
broad;Adjective;B2;шырокі
broadcast;Verb Noun;B2;шырокавяшчальны
broken;Adjective;A2;зламаныя
brother;Noun;A1;брат
brown;Adjective, Noun;A1;карычневы
brush;Verb Noun;A2;шчотка
bubble;Noun;B1;бурбалка
budget;Noun;B2;бюджэт
build;Verb;A1;будаваць
building;Noun;A1;будаўніцтва
bullet;Noun;B2;куля
bunch;Noun;B2;гронка
burn;Verb Noun;A2, B2;паліць
bury;Verb;B1;закопваць
bus;Noun;A1;аўтобус
bush;Noun;B2;куст
business;Noun;A1;бізнес
businessman;Noun;A2;бізнэсмэн
busy;Adjective;A1;заняты
but;conj. prep;A1, B2;але
butter;Noun;A1;сметанковае масла
button;Noun;A2;кнопка
buy;Verb;A1;купіць
by;prep. Adverb;A1, B1;па
bye;exclam;A1;да пабачэння
cable;Noun;B2;кабель
cafe;Noun;A1;кафэ
cake;Noun;A1;торт
calculate;Verb;B2;вылічвае
call;Verb Noun;A1;выклік
calm;Adjective Verb Noun;B1;спакойны
camera;Noun;A1;камера
camp;Noun Verb;A2;лагер
campaign;Noun Verb;B1;кампанія
camping;Noun;A2;кемпінг
campus;Noun;B1;кампус
can1;modal Verb;A1;CAN1
can2;Noun;A2;CAN2
cancel;Verb;B2;адмяніць
cancer;Noun;B2;рак
candidate;Noun;B1;кандыдат
cannot;Verb;A1;не можа
cap;Noun;B1;вечка
capable;Adjective;B2;здольны
capacity;Noun;B2;ёмістасць
capital;Noun Adjective;A1;капітал
captain;Noun;B1;капітан
capture;Verb Noun;B2;захоп
car;Noun;A1;аўтамабіль
card;Noun;A1;карта
care;Noun Verb;A2;сыход
career;Noun;A1;кар'ера
careful;Adjective;A2;пільны
carefully;Adverb;A2;старанна
careless;Adjective;B1;неасцярожны
carpet;Noun;A2;дыван
carrot;Noun;A1;моркву
carry;Verb;A1;несці
cartoon;Noun;A2;мультыплікацыя
case;Noun;A2;выпадак
cash;Noun;A2;наяўныя грошы
cast;Noun Verb;B2;адліваная
castle;Noun;A2;замак
cat;Noun;A1;кот
catch;Verb Noun;A2, B2;злавіць
category;Noun;B1;катэгорыя
cause;Noun Verb;A2;прычына
CD;Noun;A1;CD
ceiling;Noun;B1;столь
celebrate;Verb;A2;святкаваць
celebration;Noun;B1;ўрачыстасці
celebrity;Noun;A2;знакамітасць
cell;Noun;B2;клетка
cent;Noun;A1;цэнт
central;Adjective;B1;цэнтральны
centre;Noun Verb;A1, B1;цэнтр
century;Noun;A1;стагоддзя
ceremony;Noun;B1;цырымонія
certain;Adjective;A2;пэўны
certainly;Adverb;A2;вядома
chain;Noun Verb;B1, B2;ланцуг
chair;Noun Verb;A1, B2;крэсла
chairman;Noun;B2;старшыня
challenge;Noun Verb;B1, B2;выклік
champion;Noun;B1;чэмпіён
chance;Noun;A2;шанец
change;Verb Noun;A1;змена
channel;Noun;B1;канал
chapter;Noun;B1;кіраўнік
character;Noun;A2;характар
characteristic;Noun Adjective;B2;характарыстыка
charge;Noun Verb;B1;зарад
charity;Noun;A2;дабрачыннасць
chart;Noun Verb;A1, B2;Дыяграма
chat;Verb Noun;A2;чат
cheap;Adjective , Adverb;A1, B1;танна
cheat;Verb Noun;B1;махляваць
check;Verb Noun;A1, A2;праверка
chef;Noun;A2;шэф-кухар
cheerful;Adjective;B1;вясёлы
cheese;Noun;A1;сыр
chemical;Adjective, Noun;B1;хімічная
chemistry;Noun;A2;хімія
chest;Noun;B1;грудзі
chicken;Noun;A1;курыца
chief;Adjective, Noun;B2;галоўны
child;Noun;A1;дзіця
childhood;Noun;B1;дзяцінства
chip;Noun;A2;чып
chocolate;Noun;A1;шакалад
choice;Noun;A2;выбар
choose;Verb;A1;выбіраць
church;Noun;A2;царква
cigarette;Noun;A2;цыгарэта
cinema;Noun;A1;кіно
circle;Noun Verb;A2;круг
circumstance;Noun;B2;акалічнасць
cite;Verb;B2;цытаваць
citizen;Noun;B2;грамадзянін
city;Noun;A1;горад
civil;Adjective;B2;грамадзянскай
claim;Verb Noun;B1;патрабаванне
class;Noun;A1;клас
classic;Adjective, Noun;B2;класічны
classical;Adjective;A2;класічны
classroom;Noun;A1;клас
clause;Noun;B1;пункт
clean;Adjective, Verb;A1;чысты
clear;Adjective, Verb;A2, B1;ясна
clearly;Adverb;A2;відавочна
clever;Adjective;A2;разумны
click;Verb Noun;B1;пстрычка
client;Noun;B1;кліент
climate;Noun;A2;клімат
climb;Verb Noun;A1, B1;ўзлезці
clock;Noun;A1;гадзіны
close1;Verb Noun;A1, B2;close1
close2;Adjective , Adverb;A2, B1;close2
closed;Adjective;A2;закрытае
closely;Adverb;B2;цесна
cloth;Noun;B1;тканіна
clothes;Noun;A1;адзенне
clothing;Noun;A2;адзенне
cloud;Noun;A2;воблака
club;Noun;A1;клуб
clue;Noun;B1;ключ
coach;Noun Verb;A2, B1;трэнер
coal;Noun;B1;вугаль
coast;Noun;A2;узбярэжжы
coat;Noun;A1;паліто
code;Noun;A2;код
coffee;Noun;A1;кава
coin;Noun;B1;манета
cold;Adjective Noun;A1;прастуда
collapse;Verb Noun;B2;калапс
colleague;Noun;A2;калега
collect;Verb;A2;Collect
collection;Noun;B1;калекцыя
college;Noun;A1;каледж
colour;Noun;A1;колер
coloured;Adjective;B1;каляровы
column;Noun;A2;калонка
combination;Noun;B2;спалучэнне
combine;Verb;B1;скамбінаваны
come;Verb;A1;прыйсці
comedy;Noun;A2;камедыя
comfort;Noun Verb;B2;камфорт
comfortable;Adjective;A2;зручны
command;Noun Verb;B2;каманда
comment;Noun Verb;A2, B1;каментар
commercial;Adjective Noun;B1;камерцыйная
commission;Noun Verb;B2;камісія
commit;Verb;B1;здзейсніць
commitment;Noun;B2;абавязацельства
committee;Noun;B2;камітэт
common;Adjective Noun;A1;агульны
commonly;Adverb;B2;звычайна
communicate;Verb;A2;мець зносіны
communication;Noun;B1;сувязь
community;Noun;A2;супольнасць
company;Noun;A1;кампанія
compare;Verb;A1;параўнаць
comparison;Noun;B1;параўнанне
compete;Verb;A2;супернічаюць
competition;Noun;A2;канкурэнцыя
competitor;Noun;B1;канкурэнт
competitive;Adjective;B1;канкурэнтаздольны
complain;Verb;A2;паскардзіцца
complaint;Noun;B1;скарга
complete;Adjective Verb;A1;поўны
completely;Adverb;A2;цалкам
complex;Adjective, Noun;B1, B2;комплекс
complicated;Adjective;B2;ўскладнена
component;Noun;B2;кампанент
computer;Noun;A1;кампутар
concentrate;Verb;B1;канцэнтрат
concentration;Noun;B2;канцэнтрацыя
concept;Noun;B2;канцэпцыя
concern;Noun Verb;B2;неспакой
concerned;Adjective;B2;занепакоены
concert;Noun;A1;канцэрт
conclude;Verb;B1;заключаць
conclusion;Noun;B1;заключэнне
condition;Noun;A2;стан
conduct;Verb Noun;B2;паводзіны
conference;Noun;A2;канферэнцыя
confidence;Noun;B2;упэўненасць
confident;Adjective;B1;упэўнены
confirm;Verb;B1;пацверджання
conflict;Noun Verb;B2;канфлікт
confuse;Verb;B1;заблытваць
confused;Adjective;B1;зблытаць
confusing;Adjective;B2;блытаючы
connect;Verb;A2;падлучэння
connected;Adjective;A2;злучаны
connection;Noun;B1;злучэнне
conscious;Adjective;B2;свядомы
consequence;Noun;B1;следства
conservative;Adjective, Noun;B2;кансерватыўны
consider;Verb;A2;разглядаць
consideration;Noun;B2;разгляд
consist;Verb;B1;складацца
consistent;Adjective;B2;паслядоўны
constant;Adjective;B2;пастаянная
constantly;Adverb;B2;пастаянна
construct;Verb;B2;канструкт
construction;Noun;B2;будаўніцтва
consume;Verb;B1;спажываць
consumer;Noun;B1;спажывец
contact;Noun Verb;B1;кантакт
contain;Verb;A2;змяшчаць
container;Noun;B1;кантэйнер
contemporary;Adjective;B2;сучасны
content;Noun;B1;змест
contest;Noun Verb;B2;конкурс
context;Noun;A2;кантэкст
continent;Noun;A2;кантынент
continue;Verb;A2;працягваць
continuous;Adjective;B1;бесперапынны
contract;Noun Verb;B2;кантракт
contrast;Noun Verb;B1;кантраст
contribute;Verb;B2;спрыяць
contribution;Noun;B2;ўклад
control;Noun Verb;A2;кантроль
convenient;Adjective;B1;зручны
conversation;Noun;A1;размова
convert;Verb;B2;нованавернутых
convince;Verb;B1;пераконваць
convinced;Adjective;B2;перакананы
cook;Verb Noun;A1, A2;кухар
cooker;Noun;A2;пліта
cooking;Noun;A1;падрыхтоўка ежы
cool;Adjective, Verb;A1, B1;прахалодны
copy;Noun Verb;A2;копія
core;Noun Adjective;B2;ядро
corner;Noun;A2;кут
corporate;Adjective;B2;карпаратыўны
correct;Adjective Verb;A1;правільны
correctly;Adverb;A2;правільна
cost;Noun Verb;A1;кошт
costume;Noun;B1;касцюм
cottage;Noun;B1;катэдж
cotton;Noun;B1;бавоўна
could;Verb;A1;можа
council;Noun;B2;савет
count;Verb Noun;A2, B1;падлічваць
country;Noun;A1;краіна
countryside;Noun;B1;сельская мясцовасць
county;Noun;B2;графства
couple;Noun;A2;пара
courage;Noun;B2;мужнасць
course;Noun;A1;курс
court;Noun;B1;суд
cousin;Noun;A1;стрыечны брат
cover;Verb Noun;A2, B1;вокладка
covered;Adjective;B1;пакрыты
cow;Noun;A1;карова
crash;Noun Verb;B2;аварыя
crazy;Adjective;A2;вар'ят
cream;Noun Adjective;A1, B1;крэм
create;Verb;A1;стварыць
creation;Noun;B2;стварэнне
creative;Adjective;A2;творчы
creature;Noun;B2;стварэнне
credit;Noun Verb;A2, B2;крэдыт
crew;Noun;B2;экіпаж
crime;Noun;A2;злачынства
criminal;Noun Adjective;A2, B1;злачынец
crisis;Noun;B2;крызіс
criterion;Noun;B2;крытэрый
critic;Noun;B2;крытык
critical;Adjective;B2;крытычны
criticism;Noun;B2;крытыка
criticize;Verb;B2;крытыкаваць
crop;Noun;B2;культура
cross;Verb Noun;A2;крос
crowd;Noun;A2;натоўп
crowded;Adjective;A2;перапоўненым
crucial;Adjective;B2;вырашальнае значэнне
cruel;Adjective;B1;жорсткі
cry;Verb Noun;A2, B2;крык
cultural;Adjective;B1;культурны
culture;Noun;A1;культура
cup;Noun;A1;кубак
cupboard;Noun;A2;шафа
cure;Verb Noun;B2;лячэнне
curly;Adjective;A2;кучаравы
currency;Noun;B1;валюта
current;Adjective, Noun;B1, B2;ток
currently;Adverb;B1;у цяперашні час
curtain;Noun;B1;заслону
curve;Noun Verb;B2;крывая
curved;Adjective;B2;выгнуты
custom;Noun;B1;звычай
customer;Noun;A1;кліент
cut;Verb , Noun;A1, B1;выразаць
cycle;Noun Verb;A2, B1;цыкл
dad;Noun;A1;тата
daily;Adjective, Adverb;A2, B1;штодня
damage;Noun Verb;B1;пашкоджанне
dance;Noun Verb;A1;танец
dancer;Noun;A1;танцор
dancing;Noun;A1;танцы
danger;Noun;A2;небяспека
dangerous;Adjective;A1;небяспечна
dark;Adjective, Noun;A1, A2;цёмны
data;Noun;A2;дадзеныя
date;Noun Verb;A1, B2;дата
daughter;Noun;A1;дачка
day;Noun;A1;дзень
dead;Adjective;A2;мёртвы
deal;Verb Noun;A2, B1;здзелка
dear;Adjective, exclam;A1, A2;дарагі
death;Noun;A2;смерць
debate;Noun Verb;B2;абмеркаванне
debt;Noun;B2;доўг
decade;Noun;B1;дзесяцігоддзе
December;Noun;A1;снежні
decent;Adjective;B2;прыстойны
decide;Verb;A1;вырашыць
decision;Noun;A2;рашэнне
declare;Verb;B2;DECLARE
decline;Verb Noun;B2;зніжэнне
decorate;Verb;B1;ўпрыгожце
decoration;Noun;B2;ўпрыгожванне
decrease;Verb Noun;B2;зніжэнне
deep;Adjective, Adverb;A2, B1;глыбока
deeply;Adverb;B2;глыбока
defeat;Verb Noun;B2;паражэнне
defence;Noun;B2;абарона
defend;Verb;B2;абараняць
define;Verb;B1;вызначаць
definite;Adjective;B1;пэўны
definitely;Adverb;A2;вызначана
definition;Noun;B1;вызначэнне
degree;Noun;A2;ступень
delay;Verb Noun;B2;затрымка
deliberate;Adjective;B2;раіцца
deliberately;Adverb;B2;свядома
delicious;Adjective;A1;вельмі смачны
delight;Verb Noun;B2;асалоду
delighted;Adjective;B2;рады
deliver;Verb;B1;даставіць
delivery;Noun;B2;дастаўка
demand;Noun Verb;B2;попыт
demonstrate;Verb;B2;дэманстраваць
dentist;Noun;A2;дантыст
deny;Verb;B2;адмаўляць
department;Noun;A2;аддзел
departure;Noun;B1;выезд
depend;Verb;A2;залежаць
depressed;Adjective;B2;дэпрэсіі
depressing;Adjective;B2;гняце
depth;Noun;B2;глыбіня
describe;Verb;A1;апісваць
description;Noun;A1;апісанне
desert;Noun Verb;A2, B2;пустыня
deserve;Verb;B2;заслугоўваць
design;Noun Verb;A1;дызайн
designer;Noun;A2;дызайнер
desire;Noun Verb;B2;жаданне
desk;Noun;A1;стол
desperate;Adjective;B2;адчайны
despite;prep;B1;нягледзячы на
destination;Noun;B1;прызначэння
destroy;Verb;A2;знішчыць
detail;Noun Verb;A1, B2;падрабязна
detailed;Adjective;B2;дэталёва
detect;Verb;B2;выявіць
detective;Noun;A2;дэтэктыў
determine;Verb;B1;вызначыць
determined;Adjective;B1;вызначаецца
develop;Verb;A2;развіваць
development;Noun;B1;развіццё
device;Noun;A2;прылада
diagram;Noun;B1;Дыяграма
dialogue;Noun;A1;дыялог
diamond;Noun;B1;брыльянт
diary;Noun;A2;дзённік
dictionary;Noun;A1;слоўнік
die;Verb;A1;памерці
diet;Noun;A1;дыета
difference;Noun;A1;розніца
different;Adjective;A1;іншы
differently;Adverb;A2;па-рознаму
difficult;Adjective;A1;цяжка
difficulty;Noun;B1;цяжкасць
dig;Verb;B2;рыць
digital;Adjective;A2;лічбавай
dinner;Noun;A1;вячэру
direct;Adjective, Verb Adverb;A2, B1;прамой
direction;Noun;A2;напрамак
directly;Adverb;B1;непасрэдна
director;Noun;A2;дырэктар
dirt;Noun;B1;бруд
dirty;Adjective;A1;брудны
Dis Adverbantage;Noun;B1;Dis Adverbantage
disagree;Verb;A2;не згаджацца
disappear;Verb;A2;знікаць
disappointed;Adjective;B1;расчараваны
disappointing;Adjective;B1;расчараванне
disaster;Noun;A2;бедства
disc;Noun;B2;дыск
discipline;Noun;B2;дысцыпліна
discount;Noun Verb;B1, B2;зніжка
discover;Verb;A2;Discover
discovery;Noun;A2;адкрыццё
discuss;Verb;A1;абмяркоўваць
discussion;Noun;A2;абмеркаванне
disease;Noun;A2;хвароба
dish;Noun;A1;страва
dishonest;Adjective;B2;несумленны
dislike;Verb Noun;B1;нелюбоў
dismiss;Verb;B2;адхіляць
display;Verb Noun;B2;дысплей
distance;Noun;A2;адлегласць
distribute;Verb;B2;распаўсюджваць
distribution;Noun;B2;размеркаванне
district;Noun;B2;раён
divide;Verb Noun;B1, B2;дзяліць
division;Noun;B2;дзяленне
divorced;Adjective;A2;разведзены
do;Verb auxiliary verb;A1;рабіць
doctor;Noun;A1;лекар
document;Noun Verb;A2, B2;дакумент
documentary;Noun;B1;дакументальны
dog;Noun;A1;сабака
dollar;Noun;A1;даляр
domestic;Adjective;B2;ўнутраны
dominate;Verb;B2;ўладар
donate;Verb;B1;ахвяраваць
door;Noun;A1;дзверы
double;Adjective det. proNoun Verb , Adverb;A2, B1;двайны
doubt;Noun Verb;B1;сумнеў
down;Adverb Prep;A1;ўніз
download;Verb Noun;A2;спампаваць
downstairs;Adverb , Adjective;A1, A2;унізе
downwards;Adverb;B2;ўніз
dozen;Noun det;B2;тузін
draft;Noun Verb;B2;праект
drag;Verb;B2;лабавое супраціў
drama;Noun;A2;драма
dramatic;Adjective;B2;драматычны
draw;Verb;A1;маляваць
drawing;Noun;A2;малюнак
dream;Noun Verb;A2;сон
dress;Noun Verb;A1;сукенка
dressed;Adjective;B1;апрануты
drink;Noun Verb;A1;піць
drive;Verb Noun;A1, A2;прывад
driver;Noun;A1;кіроўца
driving;Noun;A2;кіраванне
drop;Verb Noun;A2, B1;падзенне
drug;Noun;A2;лекавы сродак
drum;Noun;B1;барабан
drunk;Adjective;B1;п'яны
dry;Adjective, Verb;A2;сухі
due;Adjective;B1;належнае
during;prep;A1;падчас
dust;Noun;B1;пылу
duty;Noun;B1;абавязак
DVD;Noun;A1;DVD
each;det./proNoun/Adverb;A1;кожны
ear;Noun;A1;вуха
early;Adjective Adverb;A1;рана
earn;Verb;A2;зарабляць
earth;Noun;A2;зямля
earthquake;Noun;B1;землятрус
easily;Adverb;A2;лёгка
east;Noun Adjective Adverb;A1;ўсход
eastern;Adjective;B1;усходні
easy;Adjective;A1;лёгка
eat;Verb;A1;ёсць
